SP_Hole_ID,From_Hole_Position,To_Hole_Position,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,Fe_pct,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppm,Ho_ppm,In_ppm,K_pct,La_ppm,Lu_ppm,Match,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Nb_ppm,Nd_ppm,Ni_ppm,P_pct,Pb_ppm,Pr_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Si_pct,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
PH19RD7492,519.0,520.0,1.20700000,6.16826523,14.52411111,0.06111111,295.69644444,2.00455555,1.72301283,0.34344444,466.73022222,21.01577777,58.72137500,31.80488888,390.29177777,5.31500000,2.66288888,1.79988888,10.50728411,-6.96466666,7.12655555,5.19700000,5.27711111,0.26355555,1.05777777,0.25444444,2.31757384,362.80522222,0.38944444,0.98095206,1.64920762,690.18788888,5.00488888,0.02897481,11.31700000,61.89411111,618.85022222,0.14712866,17.63322222,21.08577777,142.42900000,0.01111111,-0.02221597,12.47555555,10.83712500,4.68666666,22.56722555,8.51100000,8.78855555,18.66544444,2.10244444,0.84044444,4.65544444,14.11355555,5399.01988888,0.76655555,292.86366666,25.91088888,10.64744444,25.74133333,22.14400000,140.28711111,14.38233333,128.81933333
PH19RD7492,520.0,521.0,2.19257142,4.72895048,29.58728571,0.13657142,152.98442857,3.30900000,1.83224017,0.26428571,451.76042857,18.72757142,70.11566666,32.17885714,715.67057142,5.49357142,2.70085714,2.38014285,10.55577785,-12.56628571,6.91671428,5.12071428,4.74214285,0.27585714,1.07328571,0.28114285,0.75848577,255.83142857,0.38971428,0.96437732,2.82779415,1204.52957142,8.87957142,0.05134958,11.69471428,67.02785714,694.38442857,0.12482341,19.99785714,22.62871428,53.76242857,0.01614285,-0.03270191,9.37200000,18.45200000,4.81342857,21.01513855,8.94057142,9.88171428,17.07571428,1.40271428,0.85400000,4.25214285,15.35371428,8931.72342857,0.70600000,277.33300000,37.87214285,48.14757142,27.47357142,22.88814285,119.47385714,194.11000000,140.26885714
PH19RD7492,539.0,540.0,0.20400000,6.56652740,11.84300000,0.00600000,46.22200000,20.69700000,2.34448600,0.26600000,395.53300000,21.66200000,63.00300000,34.88400000,978.41600000,5.82200000,2.91600000,2.48800000,7.84513790,11.59400000,7.32600000,4.50500000,4.04000000,0.48600000,1.09300000,0.25800000,1.16701620,296.67200000,0.37300000,0.96813449,2.22656690,1837.40800000,14.34700000,0.06011640,4.29200000,66.90700000,797.17500000,0.09323420,26.25700000,26.65000000,57.62200000,0.00300000,-0.01594790,11.06800000,15.43400000,5.33100000,10.36011510,9.24300000,40.59000000,16.41000000,0.99800000,0.97400000,4.24100000,16.62900000,9549.34200000,1.96100000,347.89100000,55.97300000,342.63400000,24.72700000,13.45800000,189.49200000,305.20200000,124.71600000
PH19RD7492,540.0,541.0,1.88900000,4.83560763,24.40890909,0.08509090,127.22690909,2.54563636,3.96206987,0.29527272,441.81118181,19.79300000,46.86680000,32.75390909,810.27554545,5.67645454,2.93363636,2.45581818,11.62924758,-1.08800000,6.85427272,5.19400000,4.66000000,0.34990909,1.09254545,0.27800000,1.70920794,313.21890909,0.38927272,0.98808180,3.15729527,2448.79445454,2.97363636,0.02914172,9.45290909,57.25454545,652.72990909,0.11682530,16.43427272,23.73390909,78.19800000,0.00418181,-0.01694380,14.86690909,20.99190000,4.32009090,16.16671062,8.64800000,12.30972727,22.27918181,1.64963636,0.93727272,4.32009090,14.49281818,10329.36818181,0.63845454,325.44072727,22.34718181,171.96845454,25.66745454,24.69590909,151.53627272,49.52881818,151.10990909
PH19RD7492,541.0,542.0,1.40983333,4.61982568,45.91916666,0.19283333,219.88416666,3.87100000,3.03333571,0.27750000,784.76083333,18.36316666,38.17533333,32.12133333,1323.71683333,5.60633333,2.99850000,2.46933333,14.72704931,-11.18850000,6.75583333,4.88766666,3.61683333,0.24083333,1.07116666,0.26383333,1.47328670,495.58366666,0.38716666,0.97023050,1.66888735,1679.26200000,4.41650000,0.02901441,10.44550000,78.51150000,600.51016666,0.08387896,18.19316666,26.65000000,117.93933333,0.00466666,-0.01865568,13.08216666,17.92650000,5.79450000,17.41867153,9.16450000,13.97616666,16.66966666,0.98450000,0.96900000,4.27550000,15.16466666,6650.66800000,1.09616666,347.89100000,30.74416666,170.29633333,27.48483333,34.61216666,132.40350000,-36.19116666,149.17050000
PH19RD7492,542.0,543.0,0.66700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH19RD7492,543.0,544.0,0.84614285,6.30144665,10.52571428,0.08714285,186.96985714,1.62628571,2.83934431,0.28771428,367.81357142,15.83800000,43.42050000,32.77057142,975.18957142,5.27085714,2.48200000,2.29671428,8.12401237,5.73128571,6.82057142,5.28071428,4.49257142,0.23985714,1.10785714,0.25585714,2.51713921,296.38442857,0.38957142,0.98983957,1.40363988,1653.44257142,4.96871428,0.03238591,9.84514285,45.68200000,694.27942857,0.07359861,15.15400000,18.79857142,100.40885714,0.00757142,-0.00289585,12.67728571,21.26933333,4.61571428,22.68323753,8.57285714,7.97885714,17.24942857,1.80071428,0.69257142,4.30542857,11.34971428,7315.60714285,0.90728571,206.95600000,24.57985714,154.04228571,22.59885714,22.38757142,136.88557142,6.11900000,177.36057142
PH19RD7492,544.0,545.0,1.07683333,5.68108055,40.66433333,0.14816666,162.60400000,6.34800000,2.63138228,0.27133333,459.97450000,22.13850000,44.14183333,32.95350000,1379.95666666,5.56250000,2.70716666,2.40966666,13.57330201,-12.51366666,6.78733333,4.67966666,4.03100000,0.27500000,1.08816666,0.24083333,1.57244215,357.51783333,0.38483333,0.98158285,1.68515388,1368.95100000,5.32983333,0.02909741,11.93700000,52.74766666,637.33600000,0.05474140,20.23283333,21.64233333,130.10583333,0.00500000,-0.02124361,12.44683333,16.31650000,5.73783333,19.08172493,8.47616666,13.61200000,16.83416666,1.43466666,0.81300000,4.35616666,12.56266666,6573.14933333,0.82416666,306.73216666,20.16550000,40.86866666,26.06883333,26.03216666,141.60383333,-17.86950000,184.54950000
PH19RD7492,545.0,546.0,1.68400000,3.65347532,25.83125000,0.11375000,73.86800000,2.65400000,5.36614537,0.24850000,404.26100000,24.62675000,40.55275000,29.73700000,1316.98450000,5.59775000,2.67775000,1.99725000,11.93300787,-5.52625000,6.56400000,5.72175000,3.34550000,0.46550000,1.09325000,0.31325000,0.82485222,320.38975000,0.39000000,0.97507443,2.94963595,3310.06150000,5.52675000,0.02901795,7.54075000,54.98275000,691.40800000,0.12191235,17.86750000,18.35525000,52.09100000,0.00400000,0.00876435,14.11975000,22.05975000,5.52450000,14.06065987,9.11525000,19.34150000,20.04850000,1.55525000,0.87250000,4.25400000,18.06800000,6294.99625000,0.27575000,286.15275000,24.66950000,72.60975000,25.89675000,23.26250000,188.90075000,8.31625000,109.03675000
PH19RD7492,546.0,547.0,0.69257142,3.62936698,68.37171428,0.18142857,115.76271428,3.18228571,7.68293928,0.29242857,493.60942857,14.31671428,49.23314285,33.43271428,2040.38614285,5.39928571,2.44585714,2.47157142,8.56931505,2.28085714,6.77942857,5.36771428,3.54471428,0.40128571,1.04271428,0.27628571,1.39453284,322.34100000,0.38900000,0.98619804,3.34351028,4086.58471428,2.22985714,0.02834241,9.36785714,62.39728571,736.26585714,0.12202788,13.33500000,22.76857142,65.95557142,0.00228571,-0.00856711,12.90942857,12.38614285,4.61200000,15.08851642,9.04928571,7.88485714,32.73214285,1.16057142,0.81071428,4.53900000,12.66142857,5628.79385714,0.51842857,278.49642857,10.98828571,101.37700000,28.04171428,30.26857142,229.09114285,-12.87614285,125.23685714
PH19RD7492,547.0,548.0,2.42275000,5.55453110,0.14275000,0.01150000,123.80250000,1.09950000,3.94369100,0.29475000,290.14925000,20.57575000,104.01925000,32.59525000,504.59125000,5.67200000,2.53950000,2.37350000,8.30017297,3.59575000,6.96600000,5.97900000,5.44150000,0.21175000,1.08475000,0.29375000,2.09946220,323.33425000,0.38950000,0.98548205,2.60844425,2336.84150000,4.31300000,0.02897782,7.75325000,53.64075000,786.61225000,0.08846100,14.23975000,18.52375000,82.26225000,0.00400000,-0.00519910,15.86050000,16.99625000,4.46650000,16.78770595,8.56300000,10.41700000,19.46175000,1.88425000,0.78325000,4.37250000,14.19875000,5849.81650000,0.47850000,224.41450000,16.98550000,110.40625000,28.69600000,33.60475000,146.60975000,50.36225000,133.88325000
PH19RD7492,548.0,549.0,2.40675000,5.39765774,25.38150000,0.15700000,191.56550000,3.76875000,3.11793912,0.29725000,671.29975000,18.38925000,115.63780000,33.25575000,751.59450000,5.64125000,2.95675000,2.49525000,10.63922850,-7.30400000,6.75400000,5.22700000,5.11700000,0.36700000,1.07425000,0.24625000,1.81753100,309.07650000,0.38875000,0.96401850,1.95779734,2055.71200000,6.55500000,0.02889334,10.31725000,65.55400000,676.73275000,0.08106394,19.61525000,23.43775000,93.35325000,0.00350000,-0.02052164,11.34950000,14.04260000,4.71150000,16.70174186,9.11350000,13.19875000,17.84425000,2.00325000,1.01000000,4.31800000,15.49825000,6538.84300000,1.35375000,347.89100000,17.59925000,106.72500000,24.32775000,31.88675000,146.81800000,2.93350000,142.24700000
PH19RD7492,549.0,550.0,3.15375000,6.23719794,9.85925000,0.07925000,316.43225000,1.49650000,3.04957395,0.28150000,490.44875000,19.88750000,67.85660000,38.29100000,882.57750000,5.67100000,2.34775000,2.35750000,6.49828470,7.26100000,6.93650000,4.90525000,4.37350000,0.50750000,0.97475000,0.27225000,2.22032010,322.45750000,0.38600000,0.97978378,1.72419546,1673.31200000,4.57375000,0.07178100,10.75125000,60.54350000,811.00225000,0.07019342,15.75100000,24.43150000,106.47275000,0.00700000,-0.01524520,9.53600000,14.83740000,4.38325000,21.04060070,8.66050000,13.30675000,18.45050000,1.89350000,0.70725000,3.44925000,12.12750000,7334.05900000,1.15450000,224.36650000,31.57375000,100.82350000,27.51150000,25.28875000,170.09100000,60.01025000,186.94250000
PH19RD7492,550.0,551.0,0.23750000,4.74736000,27.82500000,0.19350000,98.73050000,2.52000000,3.00283470,0.29000000,643.95000000,20.34250000,64.51733333,33.01150000,570.98750000,5.64150000,2.97950000,2.45950000,10.79659110,-0.72300000,6.83800000,4.73400000,4.86600000,0.05900000,1.06400000,0.26550000,1.73529455,327.02050000,0.38900000,0.96968060,1.25163860,1809.11400000,12.50700000,0.02722006,9.78000000,75.68850000,654.91800000,0.06880713,19.05000000,22.19700000,90.47850000,0.00250000,0.00164103,13.21050000,24.40200000,4.27700000,22.01468360,9.81750000,7.49600000,19.42150000,1.41300000,0.88700000,4.31100000,13.01600000,6012.27550000,1.40850000,347.89100000,11.40850000,106.27550000,26.62200000,36.26400000,153.56050000,-16.15450000,145.02500000
PH19RD7492,551.0,552.0,0.81633333,6.37686015,-0.24600000,0.02266666,261.14333333,0.99600000,2.72506040,0.33800000,343.73466666,19.87000000,55.91550000,32.36866666,391.71833333,5.48000000,1.66433333,2.26833333,7.18761100,17.12600000,6.58900000,5.11033333,5.09166666,0.08800000,0.92166666,0.24566666,2.92348690,301.14966666,0.38900000,0.98735366,1.66464570,1269.82866666,2.98166666,0.02861990,9.96800000,55.86666666,728.13466666,0.07205610,8.84133333,19.55700000,121.18433333,0.00900000,0.00907005,7.74100000,18.28700000,4.67533333,25.15416115,8.13566666,6.04066666,31.38500000,1.06933333,0.46933333,4.30100000,9.15966666,7316.09600000,0.60333333,103.49166666,20.67866666,137.06500000,26.01266666,23.20766666,128.29000000,-27.87300000,190.80166666
PH19RD7492,552.0,553.0,0.28933333,5.25507183,15.61533333,0.10900000,157.26433333,2.00433333,4.05381400,0.26166666,435.48966666,17.35666666,122.20333333,34.48633333,1100.69266666,5.51200000,2.21433333,1.80966666,6.65814086,12.61266666,6.75800000,4.93200000,3.67966666,0.19766666,1.09366666,0.26700000,2.18087906,287.40566666,0.38900000,0.96411200,1.50807806,2431.00300000,8.27333333,0.02876193,11.94966666,50.49000000,815.48033333,0.08381023,16.55833333,18.37933333,86.12166666,0.00466666,0.01526766,7.89166666,22.35366666,4.26066666,18.93952246,7.53200000,7.81933333,22.66866666,1.43200000,0.58433333,4.24033333,10.05366666,6715.63766666,0.57933333,183.25566666,29.75500000,148.99466666,28.28566666,35.28266666,163.05433333,2.96833333,167.97300000
PH19RD7492,553.0,554.0,1.57622222,6.11445008,10.91533333,0.08011111,198.50222222,1.54211111,3.05806492,0.28900000,432.46122222,22.21966666,48.07512500,32.95000000,580.06566666,5.44122222,2.51577777,2.05877777,8.01922526,6.29666666,6.72944444,5.03355555,5.39100000,0.25300000,1.06677777,0.24833333,2.70033861,362.38433333,0.38955555,0.99077900,2.06465392,1352.32277777,1.73155555,0.02888461,10.94200000,51.73122222,678.89155555,0.06854448,14.09211111,21.69100000,115.03088888,0.00466666,-0.01150565,12.03566666,14.52725000,4.60488888,23.10464860,8.55511111,11.07800000,23.26022222,1.17788888,0.71400000,4.30200000,11.23077777,6975.61522222,0.68266666,217.89755555,21.88388888,120.92788888,26.14500000,30.28755555,133.17888888,-13.96222222,185.54311111
PH19RD7492,554.0,555.0,3.22600000,7.86879800,18.24800000,0.10650000,174.22150000,3.02200000,1.57479945,0.34600000,294.78900000,21.77350000,148.74600000,32.38100000,400.65350000,5.43450000,1.43950000,0.62400000,4.96431580,14.33050000,5.59250000,4.77900000,5.01950000,0.03050000,0.83100000,0.25450000,3.04135750,204.55600000,0.38900000,0.98663794,1.04545755,455.90950000,3.20200000,0.04680295,9.47200000,28.84950000,664.05950000,0.05391460,5.65750000,17.27000000,112.60750000,0.00650000,-0.01553090,8.71600000,19.55750000,3.68050000,24.69726690,7.77950000,7.72550000,24.15000000,1.65250000,0.42100000,4.38500000,8.56700000,5630.94800000,0.53950000,100.84200000,16.79200000,175.66100000,27.35400000,22.26300000,118.06600000,29.52150000,192.11500000
PH19RD7492,555.0,556.0,0.18400000,7.72398970,-1.04450000,0.00750000,96.89750000,1.07350000,2.08269715,0.25000000,319.43600000,21.60650000,23.45600000,35.39500000,504.84100000,3.95350000,1.52200000,1.39900000,4.21532290,11.23500000,6.69850000,4.68250000,5.35500000,0.04850000,0.88450000,0.28250000,1.96409790,154.44400000,0.39000000,0.96606930,1.49604310,689.00150000,13.10200000,0.02574220,11.52600000,52.07800000,797.33000000,0.06917350,13.46200000,17.79600000,82.05000000,0.00500000,0.02604250,7.45000000,26.96800000,4.25800000,23.32810890,7.47000000,8.55550000,20.98350000,1.73900000,0.42000000,4.76000000,8.85350000,5901.45100000,0.52900000,99.36500000,25.76700000,53.45100000,25.75300000,19.27100000,165.73200000,82.00950000,156.93050000
PH19RD7492,556.0,557.0,0.90180000,6.14789647,7.56700000,0.03950000,272.67990000,1.21830000,3.50039409,0.31670000,459.60940000,25.30010000,48.29310000,33.80600000,2185.99930000,5.50160000,2.38650000,2.33710000,8.20500511,6.16510000,6.90850000,5.12250000,3.68830000,0.41080000,1.10650000,0.25400000,2.41820526,354.06070000,0.38820000,0.98360304,2.07492253,1502.53490000,3.61840000,0.04310886,12.99800000,53.81500000,708.12980000,0.10189050,14.99530000,21.79690000,117.51980000,0.00570000,0.00151167,9.60090000,14.80130000,4.08340000,21.48813136,8.75840000,11.97400000,26.29440000,1.31390000,0.65580000,4.47010000,11.52700000,6824.56610000,0.63600000,224.41450000,21.74770000,117.05390000,26.62970000,25.56940000,144.37160000,-4.88950000,190.54020000
PH19RD7492,557.0,558.0,1.21628571,5.76030981,5.87557142,0.10171428,198.25157142,1.61271428,3.52533664,0.25300000,376.83171428,27.21900000,112.64357142,32.97142857,1669.95785714,5.24071428,2.55757142,2.14271428,7.81307477,5.29085714,6.67242857,5.16185714,3.65957142,0.29942857,1.08528571,0.27885714,1.57730637,279.29414285,0.38928571,0.98175282,3.45972611,1722.53128571,4.06914285,0.02919660,13.02200000,49.97757142,765.47057142,0.11686682,14.42771428,20.54300000,60.85614285,0.00671428,-0.01226390,13.00271428,20.03828571,4.51414285,17.77391151,9.01242857,9.98900000,19.27414285,1.54357142,0.74328571,3.69128571,12.73000000,9850.29057142,0.66600000,241.60457142,21.32771428,182.66600000,26.61600000,27.53342857,133.96400000,95.75414285,185.54400000
PH19RD7492,558.0,559.0,4.22900000,5.45108752,7.35960000,0.07160000,115.91550000,2.81790000,2.94085842,0.26130000,309.31360000,24.48300000,116.70975000,34.35050000,953.64150000,5.38300000,2.68810000,2.17410000,9.19210154,2.28940000,6.92020000,5.11330000,4.44460000,0.08560000,1.09480000,0.26290000,1.67207520,253.47090000,0.39000000,0.98757909,3.07320538,1379.94900000,5.69900000,0.02922170,8.53050000,42.75680000,684.95980000,0.11653242,15.02590000,21.61860000,67.42850000,0.01040000,-0.02833193,12.96350000,19.11112500,4.72140000,18.52356145,8.44470000,15.15920000,22.69580000,1.29660000,0.75740000,3.88710000,13.85680000,8168.68990000,0.65620000,230.20920000,34.00100000,221.41170000,25.42470000,20.29120000,133.52330000,112.67700000,152.80550000
PH19RD7492,559.0,560.0,5.06200000,5.32186820,-1.38500000,0.00700000,116.03300000,0.34400000,3.97098180,0.21900000,309.02300000,17.48400000,49.31800000,31.35200000,610.38300000,5.79400000,2.72900000,2.40900000,8.54953210,1.16800000,7.31400000,6.01400000,5.97300000,0.09700000,1.12000000,0.26800000,1.87432550,330.27900000,0.39100000,0.99023506,3.01903970,2423.20200000,0.83500000,0.02922170,8.63900000,22.45500000,580.93500000,0.09186030,16.09400000,16.89800000,69.04900000,0.00300000,-0.02625260,18.68800000,9.59400000,4.71100000,16.10926210,7.91600000,25.91400000,22.35300000,2.80500000,0.78800000,4.29900000,10.51700000,7573.31300000,0.35300000,347.89100000,9.43500000,224.60500000,24.57600000,22.12100000,121.76400000,71.42700000,143.25400000
PH19RD7492,560.0,561.0,0.58933333,6.46065610,14.18300000,0.04400000,367.09300000,1.73333333,1.74743580,0.26933333,485.12700000,21.33166666,138.59150000,38.19433333,4578.52533333,5.79933333,2.85000000,1.10900000,10.14424933,1.65300000,6.44433333,4.54200000,2.82666666,0.16933333,1.10633333,0.24500000,2.28097363,304.16966666,0.38966666,0.96227922,0.66614660,337.05766666,13.61733333,0.02850215,13.33600000,75.35100000,729.86033333,0.08491075,20.21466666,17.72900000,126.58433333,0.01633333,0.12894380,10.76100000,22.55700000,4.10533333,22.07280150,7.63866666,6.72433333,28.87333333,0.86766666,0.88133333,4.25266666,14.75866666,3934.80800000,0.54533333,265.57333333,13.96600000,-121.20700000,25.78066666,27.43866666,121.66433333,0.40333333,127.38600000
PH19RD7492,561.0,562.0,0.23600000,5.24569370,25.28733333,0.22333333,173.41766666,2.95200000,2.61022256,0.31966666,618.48133333,23.08666666,48.23500000,33.43800000,6025.60666666,5.58100000,3.02466666,2.40700000,14.78397473,-19.92000000,6.97566666,5.06800000,2.72966666,0.69133333,1.06700000,0.25300000,1.59144056,489.49366666,0.38966666,0.95468920,1.10622746,949.60133333,9.73466666,0.02922170,10.23100000,78.48800000,705.79400000,0.06648913,18.50000000,24.45566666,144.80833333,0.00266666,0.06624616,10.86400000,11.82166666,5.28700000,17.15237356,9.25833333,8.08600000,20.39800000,1.58033333,1.00033333,4.82033333,15.84266666,3663.41266666,2.58900000,347.89100000,26.51733333,-35.91666666,29.36366666,34.46333333,161.35766666,-27.06800000,140.99566666
PH19RD7492,562.0,563.0,2.26520000,3.18922182,16.06520000,0.04060000,155.23920000,1.43240000,2.82581186,0.25000000,423.76960000,25.68540000,45.51560000,32.79540000,5924.21080000,5.49640000,2.98540000,2.00520000,22.88017460,-29.54000000,6.85860000,5.29820000,2.70640000,0.38320000,1.07220000,0.34060000,0.84643382,621.18380000,0.40240000,0.98155018,1.53372816,811.99100000,5.90920000,0.02922056,5.73800000,65.74100000,429.42000000,0.09159304,18.67780000,18.71620000,116.58940000,0.00640000,0.07690034,17.18060000,9.93180000,5.15480000,13.67459084,9.42040000,21.38680000,20.42940000,0.89600000,0.95820000,4.53520000,16.63380000,2572.26180000,1.24640000,347.89100000,15.86560000,-16.76320000,24.52700000,18.99680000,120.15420000,-33.56380000,59.69380000
PH19RD7492,563.0,564.0,1.07000000,4.75879283,17.41433333,0.02866666,152.61866666,1.79333333,1.97308403,0.24733333,450.57266666,20.50033333,53.06166666,32.66633333,4016.81600000,5.66633333,2.94933333,2.11866666,14.22642576,-11.12200000,7.05333333,5.19766666,2.93133333,0.35600000,1.09000000,0.24466666,2.29344850,386.16866666,0.38900000,0.97507598,1.01239710,482.36266666,7.18166666,0.02921980,10.00000000,70.18666666,790.96500000,0.06714780,18.32533333,19.41133333,127.36066666,0.00333333,0.32018343,15.69300000,8.22333333,4.46033333,20.45407783,9.15566666,12.42033333,25.18366666,0.81366666,0.98266666,4.21000000,15.26266666,3499.80466666,0.30333333,347.89100000,31.63133333,-36.34733333,23.77233333,28.22733333,135.02733333,-25.89300000,130.31533333
PH19RD7492,564.0,565.0,2.67820000,3.36824590,15.95740000,0.08300000,215.46960000,1.60380000,2.43446812,0.28280000,529.27480000,20.09300000,38.70475000,32.91760000,5362.51080000,5.57200000,3.02920000,2.25840000,19.55748538,-28.89160000,6.97460000,5.13360000,2.65220000,0.34180000,1.07180000,0.28000000,1.15049358,600.55780000,0.38060000,0.98589509,1.51075042,633.43800000,4.91900000,0.02922170,7.16280000,77.10240000,378.05120000,0.07348902,19.44980000,15.75100000,135.57760000,0.00480000,0.07064140,16.07000000,6.40825000,5.39400000,16.81689557,9.40960000,19.11540000,24.42080000,1.42480000,0.98100000,4.30300000,15.57460000,3079.99300000,0.45340000,347.89100000,23.73660000,-53.01140000,25.89080000,19.48560000,123.17060000,-11.48140000,96.21440000
PH19RD7492,565.0,566.0,3.91050000,1.97598212,19.01325000,0.06550000,204.55500000,1.73525000,3.12680977,0.28825000,385.55850000,19.40250000,53.39100000,31.61600000,6490.47750000,5.52200000,3.08850000,2.50150000,21.13970345,-43.24975000,6.75250000,5.08075000,2.60125000,0.28600000,1.06500000,0.37625000,0.36818587,475.25000000,0.45550000,0.98387536,1.77020050,746.71850000,2.76700000,0.02922170,6.99975000,77.01700000,194.66350000,0.10612000,19.38675000,13.48450000,126.03100000,0.00425000,-0.02916352,19.75075000,2.80825000,4.77850000,14.79742832,9.26125000,23.73600000,20.63775000,0.92975000,0.96625000,4.28425000,16.01950000,1861.20400000,0.89325000,347.89100000,20.16350000,-70.77325000,23.39025000,16.34950000,112.50550000,-16.50200000,54.10225000
PH19RD7492,567.0,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH19RD7492,569.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH19RD7492,571.0,572.0,0.24966666,6.90154270,13.29466666,0.11533333,303.74300000,1.44366666,1.24896143,0.32833333,549.55833333,13.75233333,41.28700000,34.81500000,2148.06166666,5.21266666,2.37966666,0.62633333,7.43716280,-0.46600000,6.13900000,4.56466666,3.64866666,0.05433333,0.97100000,0.25066666,2.27306080,260.12466666,0.38966666,0.97727802,0.50068665,110.19166666,5.16566666,0.02922170,11.54900000,59.26666666,799.84433333,0.06034465,17.46333333,20.69133333,158.18766666,0.01566666,0.00423290,4.34233333,5.79750000,4.69900000,25.71092225,9.32466666,6.46700000,58.30666666,1.50000000,0.73466666,1.52200000,15.82966666,3916.91100000,0.84000000,268.28800000,16.09600000,34.37900000,27.01533333,25.99866666,119.77533333,-12.97966666,211.64366666
PH19RD7492,572.0,573.0,0.86312500,7.06818280,8.36437500,0.07150000,478.59162500,1.73800000,1.09229251,0.29162500,437.02175000,19.69062500,54.62512500,32.71937500,846.07412500,5.42175000,1.96775000,0.72225000,6.92616387,9.87962500,6.61900000,4.92287500,4.38212500,0.41812500,1.08725000,0.25550000,3.11560517,194.57362500,0.38900000,0.98573865,0.47967243,166.37087500,2.27687500,0.02884246,10.82000000,68.89762500,706.16550000,0.07452357,14.11225000,20.60925000,165.59337500,0.01200000,-0.02491030,11.95850000,13.00975000,4.66387500,26.44145740,8.35887500,6.41137500,73.96050000,1.28075000,0.52362500,2.35750000,15.64850000,6013.28437500,0.50950000,131.80712500,10.45500000,117.57450000,27.00700000,23.91400000,56.01600000,-6.72150000,233.34050000
PH19RD7492,573.0,574.0,1.10022222,7.66496402,6.18788888,0.03677777,348.44044444,1.13000000,1.05551981,0.37677777,364.90655555,17.69366666,49.08587500,33.05944444,1290.75988888,5.59433333,2.20166666,0.55844444,6.90662680,7.65644444,6.34733333,5.02011111,4.04244444,0.24500000,1.00755555,0.24822222,3.34228283,159.32977777,0.38944444,0.98654601,0.53792073,100.23888888,4.16077777,0.04748337,12.50211111,46.54000000,647.68922222,0.04985563,14.83488888,16.43900000,178.96344444,0.01522222,-0.02653287,12.31755555,12.98325000,4.61000000,26.47694800,7.65444444,6.99277777,50.84400000,1.19877777,0.54066666,1.79755555,14.91200000,4077.93377777,0.70966666,163.81666666,20.68911111,27.57533333,26.13988888,48.56755555,37.30455555,-2.10866666,251.96533333
PH19RD7492,574.0,575.0,0.77075000,7.96249260,7.65700000,0.03900000,171.43250000,1.47975000,1.20429230,0.36175000,290.46875000,16.53575000,48.67533333,32.95825000,1315.69675000,5.62950000,2.24800000,0.60500000,8.74061860,6.37025000,6.06150000,4.77925000,3.89275000,0.02325000,1.11875000,0.25500000,3.04811550,187.68700000,0.38900000,0.98928129,0.58810693,192.14075000,2.65975000,0.02895510,10.40725000,55.45925000,604.83225000,0.03963210,14.26975000,16.32675000,162.53050000,0.01000000,-0.00993340,12.81975000,11.18733333,4.44100000,24.92828766,8.35250000,6.68250000,38.50225000,1.35200000,0.62275000,2.30525000,12.87800000,3972.49550000,0.19950000,162.67625000,12.35775000,5.41950000,25.47225000,30.85475000,57.01250000,8.03425000,261.38550000
PH19RD7492,575.0,576.0,3.98150000,6.16854755,22.66775000,0.10325000,249.52925000,2.19150000,1.40204125,0.26775000,408.97100000,16.03225000,85.30575000,32.25050000,2658.40050000,5.59750000,2.62400000,1.19000000,12.67195137,-4.57250000,6.25225000,5.75375000,3.28375000,0.20875000,1.08725000,0.27000000,2.26157772,355.53000000,0.39525000,0.97623264,0.57297087,95.61125000,7.85025000,0.06588600,10.28950000,52.30200000,510.58750000,0.06560677,18.16500000,19.09975000,141.23025000,0.00875000,0.02495115,16.52475000,13.71575000,4.77225000,21.93876132,9.43450000,18.10650000,58.23175000,1.09250000,0.77675000,2.55875000,15.94950000,3595.41800000,0.46800000,286.15275000,12.60400000,61.58150000,29.12125000,28.80950000,77.29700000,7.87975000,131.40750000
