SP_Hole_ID,From_Hole_Position,To_Hole_Position,Ag_ppm,Al_pct,As_ppm,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,Fe_pct,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppm,Ho_ppm,In_ppm,K_pct,La_ppm,Lu_ppm,Match,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Nb_ppm,Nd_ppm,Ni_ppm,P_pct,Pb_ppm,Pr_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Si_pct,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
DD17TUR017,140,141.0,0.90460000,7.39406187,48.02460000,959.03520000,3.17560000,1.27639210,0.62320000,64.22700000,8.52940000,47.09425000,11.22000000,366.91120000,3.95060000,3.18200000,0.94740000,2.80168132,12.43400000,4.63780000,2.33500000,3.03760000,1.43120000,0.72460000,0.37560000,3.64315485,31.76680000,0.35160000,0.97418003,1.09382005,146.79640000,13.21780000,2.29376887,14.01020000,38.32480000,37.43360000,0.14731740,423.17080000,5.99620000,174.47020000,0.01400000,1.64736505,45.66660000,5.21550000,6.16280000,32.21464605,5.78980000,2.81360000,218.31520000,0.42540000,0.90000000,0.48040000,19.42480000,1931.58633333,2.93880000,0.27600000,11.59780000,86.58622222,4.72560000,22.23540000,2.38760000,1138.96200000,248.28500000
DD17TUR017,141.0,142.0,0.99811111,7.34419961,43.32633333,585.65322222,1.89933333,2.33956102,0.68888888,65.23933333,11.45277777,49.83475000,11.09222222,543.15600000,4.12988888,2.80900000,0.68755555,6.21373296,11.47100000,4.63533333,2.31566666,2.77377777,2.13377777,0.68411111,0.61966666,2.38265153,31.02877777,0.36244444,0.98475860,2.74051793,311.11044444,10.14144444,1.70821261,11.69477777,39.97155555,20.53477777,0.17413917,249.86955555,6.13788888,161.56344444,0.01400000,1.16768485,20.07877777,5.45925000,2.36022222,27.48621868,5.00511111,2.11377777,195.86255555,0.47222222,0.78033333,0.29255555,15.19411111,1224.49452941,1.14511111,0.37211111,18.87411111,95.73811764,7.15755555,19.46877777,2.03577777,653.70988888,244.20788888
DD17TUR017,142.0,143.0,0.92077777,8.15910852,45.52244444,922.35833333,1.92700000,1.49385972,0.50477777,65.48288888,13.05544444,46.79212500,11.04788888,351.89288888,4.03088888,3.10133333,0.86400000,3.85798704,12.76822222,4.66455555,1.27344444,3.25333333,2.55233333,0.68544444,0.41577777,3.43109922,86.95744444,0.36088888,0.98243050,1.54815892,167.49177777,11.32888888,2.49065077,14.57611111,38.33733333,33.16122222,0.14037071,434.82955555,5.59833333,175.66677777,0.01288888,0.44954712,31.26033333,6.95125000,1.96866666,30.32828300,5.54833333,1.65622222,327.89777777,0.48622222,0.87688888,0.34788888,20.03988888,2719.09929411,1.16500000,0.31288888,15.07577777,103.78494117,10.31111111,21.80344444,2.08844444,550.07888888,250.84177777
DD17TUR017,143.0,144.0,0.89230000,8.44475294,60.19370000,1474.47150000,1.13510000,1.13032130,0.61170000,61.50740000,8.21500000,51.15011111,11.21570000,178.64290000,4.01570000,3.17090000,0.91630000,2.62057633,12.84410000,4.65200000,1.93730000,4.67760000,2.16240000,0.66810000,0.35810000,3.92409236,74.55570000,0.35750000,0.97992405,0.69167433,148.45990000,10.17610000,2.64027683,14.98510000,38.79320000,20.30880000,0.15754685,328.27230000,4.60480000,186.45480000,0.01300000,0.09459996,24.24580000,6.90400000,2.13500000,29.96084086,4.98740000,1.70920000,581.19650000,0.47660000,0.89960000,0.29110000,16.28390000,2465.04778947,0.73260000,0.28490000,15.59700000,88.10284210,8.67670000,23.76110000,2.00510000,841.97580000,240.96880000
DD17TUR017,144.0,145.0,0.92600000,7.30256010,46.16788888,261.63777777,3.23000000,0.79560591,0.44044444,70.05077777,23.45722222,41.99700000,10.80588888,373.68988888,3.71133333,2.55833333,0.66688888,8.53606146,13.30377777,5.44644444,1.88211111,2.85355555,2.74811111,0.79411111,0.48900000,2.79640537,44.51300000,0.38366666,0.97879524,5.61663900,458.10966666,12.20655555,0.37898748,13.05277777,40.01488888,49.01044444,0.20460591,275.79555555,6.96666666,177.61700000,0.01400000,0.45909507,27.98366666,5.14128571,2.44855555,27.00519877,4.95644444,1.75733333,85.41544444,0.78288888,0.68666666,0.24755555,16.35966666,1979.97343750,0.91988888,0.33555555,14.84755555,118.05106250,8.89744444,21.49177777,2.20422222,375.90844444,264.96988888
DD17TUR017,145.0,146.0,1.43600000,6.84223942,44.27970000,500.57710000,2.18920000,1.28950846,0.95190000,67.29020000,27.29580000,51.10055555,9.91320000,537.30360000,3.41390000,2.64930000,0.66660000,8.61480265,10.25630000,6.27030000,1.25590000,2.72570000,3.28420000,0.72290000,0.76350000,2.34435521,63.03910000,0.37030000,0.97418793,3.15739038,478.93700000,15.01440000,0.60733675,10.67230000,39.73610000,42.79260000,0.12151183,175.15200000,6.08250000,103.06010000,0.01210000,1.50471271,30.94820000,3.76955555,2.34070000,25.60924764,5.26080000,2.08740000,179.60750000,0.63660000,0.72190000,0.27240000,11.00060000,1331.33757894,1.02110000,0.32090000,19.34980000,103.07305263,15.59760000,18.79100000,2.13610000,2846.35500000,191.23760000
DD17TUR017,146.0,147.0,1.05466666,6.40115631,43.75366666,176.28644444,2.18833333,0.64393572,1.33677777,70.20788888,36.29344444,42.59737500,8.18866666,2132.89166666,3.55866666,2.48666666,0.55488888,11.91544854,10.26933333,5.89055555,1.20488888,2.43844444,3.03366666,0.80555555,1.18100000,1.48474813,60.99755555,0.36133333,0.98657647,3.93958410,533.28366666,37.80555555,0.23425866,10.00400000,41.31088888,48.07100000,0.12174612,250.85888888,7.29444444,83.74055555,0.01755555,2.89026415,85.54366666,2.93812500,1.86277777,25.41016076,4.99288888,3.29877777,103.58933333,0.47233333,0.68011111,0.23288888,11.50844444,956.24641176,1.31511111,0.26944444,12.20288888,96.43370588,10.03288888,13.21688888,2.05688888,551.78577777,108.48088888
DD17TUR017,147.0,148.0,0.93454545,7.87847954,49.13018181,725.44481818,2.63500000,1.38890644,0.63363636,65.95845454,14.39618181,69.28433333,11.27227272,322.07700000,4.29627272,2.83409090,0.73036363,5.96819910,12.23127272,4.87781818,2.14636363,3.34345454,2.51518181,0.64054545,0.70036363,2.58548207,33.99209090,0.35163636,0.97668621,2.33362951,301.29454545,12.62118181,1.09173260,9.96909090,39.37227272,24.08990909,0.30505826,316.61227272,7.00454545,118.88427272,0.01309090,0.35481530,25.06545454,4.32755555,3.27081818,29.85793344,5.04627272,1.84727272,217.61336363,0.61736363,0.80209090,0.28736363,13.12054545,1487.27555000,0.97963636,0.30536363,12.31218181,88.40180000,8.88772727,19.33518181,2.18290909,934.36890909,162.40881818
DD17TUR017,148.0,149.0,0.89320000,8.30341922,44.44206666,882.79046666,1.64613333,2.31016440,0.58826666,63.64660000,13.71186666,51.40761538,11.11253333,337.21673333,4.11026666,2.92233333,0.84400000,4.02049556,12.05113333,5.26413333,2.24506666,2.38406666,2.82086666,0.79160000,0.48726666,3.38238853,45.01240000,0.38306666,0.97170717,1.26987206,293.96453333,12.20866666,2.03739080,13.09226666,38.47060000,28.70726666,0.18342241,236.48186666,5.60453333,144.12426666,0.01333333,0.35973463,20.09800000,5.72053846,1.92633333,29.71583651,5.17433333,1.96013333,223.45253333,0.58993333,0.85113333,0.25260000,14.56926666,1969.45485714,0.78400000,0.32313333,15.02906666,100.89575000,10.39126666,23.00786666,2.08333333,554.50026666,218.56233333
DD17TUR017,149.0,150.0,1.18980000,7.32403633,54.77290000,525.22300000,1.28620000,1.62779615,1.69740000,66.37620000,29.25090000,109.16588888,9.49440000,458.55090000,3.81800000,2.62050000,0.70610000,9.66075634,10.38670000,7.48220000,1.79050000,2.97620000,2.89120000,0.76580000,0.73400000,2.37208886,243.52390000,0.37230000,0.98238865,3.01045577,646.52320000,9.06130000,1.23905844,10.61390000,38.79740000,43.90640000,0.14644551,226.82430000,5.44790000,145.03150000,0.01390000,0.86788180,24.16320000,10.01688888,3.55160000,24.56866436,5.17190000,2.45050000,317.69840000,0.57280000,0.73480000,0.29400000,12.43520000,3640.22110526,1.10410000,0.31120000,13.09840000,144.25247368,8.86770000,25.22650000,2.13590000,674.18840000,159.80270000
DD17TUR017,150.0,151.0,1.52700000,6.89952823,63.92333333,43.41933333,4.29500000,3.83916056,2.18666666,72.78200000,27.39400000,63.45466666,10.33233333,433.09066666,2.84300000,2.49100000,0.56200000,13.57746220,11.74400000,10.31600000,0.69700000,1.95800000,2.79700000,0.78200000,1.40366666,0.79927966,461.15966666,0.33700000,0.98732222,3.43460890,1132.18300000,9.65600000,0.50907686,7.56500000,39.35233333,39.36066666,0.18069143,513.49633333,3.01700000,44.19000000,0.01266666,0.49721123,24.23966666,11.37000000,1.19233333,20.65005853,5.09100000,2.90566666,142.47733333,0.64433333,0.68900000,0.12300000,7.18766666,4841.26866666,0.35233333,0.22800000,7.33766666,190.64400000,4.00566666,23.09500000,2.09433333,1644.32933333,136.46933333
DD17TUR017,151.0,152.0,0.97650000,7.49861878,55.96083333,55.38950000,3.39350000,3.53970286,2.01966666,71.95466666,29.38283333,51.56366666,10.05500000,271.79483333,3.30716666,2.54900000,0.64683333,10.28630333,11.90416666,8.92150000,2.41016666,2.30416666,3.20533333,0.79366666,1.32266666,0.90330146,332.31533333,0.36650000,0.97806741,3.00654288,918.10066666,14.23416666,0.91281321,8.95366666,39.51400000,23.90550000,0.17233321,352.66083333,3.55633333,26.29966666,0.01150000,0.22712031,29.11616666,14.62783333,2.83066666,24.81075318,4.85966666,2.84400000,209.40133333,0.70700000,0.69416666,0.17266666,6.89750000,5437.30416666,0.65350000,0.31366666,5.77700000,199.31008333,5.31466666,19.53633333,2.20583333,642.15300000,130.15616666
DD17TUR017,152.0,153.0,0.95277777,7.31442126,56.17133333,400.30077777,1.42366666,3.59539990,1.42166666,64.22611111,30.32011111,52.92012500,10.15311111,224.52000000,3.87788888,2.55077777,0.60611111,11.67974368,11.07655555,9.03433333,1.48855555,2.33644444,1.77355555,0.90355555,0.98211111,1.16565536,393.20033333,0.36677777,0.98539610,3.20479817,1005.53877777,9.18844444,0.81886392,9.22955555,40.13233333,38.16944444,0.16210550,264.18833333,3.01700000,64.46555555,0.01233333,0.07292230,27.90133333,14.52287500,4.08711111,23.71640443,5.89422222,3.37922222,205.63655555,0.53533333,0.68644444,0.17388888,6.76477777,5815.25294117,1.18600000,0.34200000,9.12544444,190.71670588,7.41833333,26.28466666,2.17233333,876.73488888,127.91066666
DD17TUR017,153.0,154.0,1.07520000,6.91470826,46.95100000,126.57080000,2.52060000,3.02824303,2.10060000,65.35780000,32.18050000,48.24812500,9.86570000,944.08640000,3.19080000,2.50060000,0.60410000,11.55188800,10.41210000,8.20780000,2.79020000,2.25160000,2.24240000,0.82520000,0.93860000,1.53391420,411.75120000,0.34610000,0.97758194,4.02978106,887.30990000,9.13540000,0.59063103,9.03620000,39.61690000,36.66760000,0.28910971,223.08100000,3.01700000,85.40970000,0.01270000,0.54805313,28.01430000,14.82350000,5.68070000,21.86689861,5.11550000,2.36180000,185.75320000,0.56410000,0.68510000,0.28040000,7.67020000,6173.31205555,1.48430000,0.27030000,9.96330000,196.88388888,3.57570000,19.76500000,2.22260000,524.38750000,125.94500000
DD17TUR017,154.0,155.0,0.92460000,7.61291787,49.86510000,108.57290000,1.97180000,3.77202915,0.57440000,66.56090000,27.87890000,48.60244444,10.32640000,291.93600000,3.53400000,2.52470000,0.58530000,10.59036365,12.46280000,7.58630000,1.49420000,2.39680000,1.84460000,0.86280000,0.85920000,1.26961053,278.23540000,0.34290000,0.98081859,3.76599518,877.99850000,12.78920000,0.76694364,9.57810000,39.31060000,28.20560000,0.23813172,223.00630000,3.49510000,75.54500000,0.01170000,0.50575730,25.81500000,13.58711111,3.44660000,24.02923277,5.09160000,2.41950000,154.97980000,0.52630000,0.68440000,0.16710000,6.11500000,5167.48036842,2.19610000,0.37090000,9.32890000,176.49931578,10.07210000,22.56690000,2.19640000,388.84750000,151.28610000
DD17TUR017,155.0,156.0,0.97590000,7.80360981,55.33030000,68.88070000,2.19170000,4.23767990,1.91370000,63.86510000,31.58630000,75.04120000,10.07810000,444.41120000,3.23980000,2.52670000,0.55280000,12.35542832,12.40920000,9.72270000,1.48250000,2.04750000,2.22880000,0.90700000,1.46980000,0.60344767,389.40770000,0.36320000,0.98023617,3.23545982,956.99190000,11.89800000,0.73974782,8.95450000,38.96490000,49.01350000,0.24525534,239.90030000,3.01700000,21.61110000,0.01270000,0.78190373,28.84130000,14.43000000,2.15590000,23.26759012,5.44460000,3.48080000,244.26140000,0.60940000,0.68740000,0.14970000,8.86910000,5671.07185000,1.08740000,0.30200000,8.01010000,200.88090000,8.29610000,23.02760000,2.14420000,930.23880000,159.41520000
DD17TUR017,156.0,157.0,0.88537500,7.76775538,65.91712500,112.54162500,2.20550000,5.01290138,1.32187500,64.07487500,25.49600000,59.12142857,11.05450000,525.81412500,3.77412500,2.55575000,0.60187500,10.44704500,12.27437500,8.74650000,2.27137500,2.58075000,1.40050000,0.87775000,1.47462500,0.68533081,364.09462500,0.36850000,0.97916566,3.13905065,962.73912500,15.99437500,0.77097534,10.00350000,39.87925000,32.96587500,0.22673458,329.81475000,3.49812500,21.67637500,0.01325000,0.46681295,31.17787500,16.11942857,3.44100000,22.99508321,5.16000000,3.30262500,220.05437500,0.67200000,0.67337500,0.19775000,7.17462500,5770.44666666,1.06262500,0.38787500,7.14125000,211.43160000,5.48787500,20.07362500,2.22062500,1084.79850000,168.80262500
DD17TUR017,157.0,158.0,0.98990000,7.48420128,53.30490000,131.21870000,1.52230000,4.30855392,1.48940000,67.10700000,28.32830000,53.37777777,10.08100000,246.48480000,3.59650000,2.56830000,0.56950000,11.06196667,11.25170000,8.45370000,1.11740000,2.49810000,2.47380000,0.88790000,1.61320000,0.83283750,428.51080000,0.35130000,0.98476953,3.16750265,1025.73970000,10.50810000,0.73056326,9.04160000,40.05970000,36.74280000,0.17814422,223.80850000,3.01700000,29.14470000,0.01210000,0.23449816,27.96830000,14.35411111,3.38080000,24.09551882,5.49570000,2.26400000,305.37280000,0.60060000,0.68670000,0.15770000,6.65180000,6427.72410526,1.26000000,0.33550000,7.60140000,214.01005263,5.87090000,19.71350000,2.13640000,713.99050000,154.13920000
DD17TUR017,158.0,159.0,1.01675000,7.97138617,53.08700000,213.14787500,2.43562500,4.22459522,1.41775000,65.11725000,30.41637500,54.11814285,9.95025000,198.95750000,3.68425000,2.58887500,0.62562500,10.98364585,11.87812500,7.57925000,1.36387500,2.27337500,2.73112500,0.84662500,1.49725000,0.70777610,463.11825000,0.35950000,0.98327754,3.12195575,1024.40675000,11.48637500,0.80544960,9.03062500,39.79362500,36.62725000,0.21365804,329.77975000,3.01700000,24.46125000,0.01212500,0.35831881,33.11225000,14.32257142,3.39387500,24.20702942,4.76975000,4.01862500,418.19762500,0.49887500,0.68837500,0.17162500,5.98712500,7173.03693333,1.22700000,0.32250000,7.39662500,225.29766666,5.58112500,21.03825000,2.18600000,866.95212500,159.60637500
DD17TUR017,159.0,160.0,0.98228571,7.92685704,48.70635714,161.23235714,1.92400000,4.34166248,1.28707142,64.70164285,30.45735714,57.20823076,10.86500000,396.10735714,3.57278571,2.56335714,0.60421428,10.46480285,12.74742857,8.09864285,1.36364285,2.12114285,2.01814285,0.81642857,1.61257142,0.81194573,414.53092857,0.35514285,0.98160991,3.06818942,1011.94764285,10.28621428,0.81234599,8.45014285,39.37014285,44.75700000,0.19828278,184.97128571,3.01700000,29.95435714,0.01278571,0.39471975,28.19957142,14.86038461,2.97807142,24.53914378,4.98642857,3.75871428,357.99821428,0.46864285,0.68621428,0.15514285,6.45878571,6500.38914814,1.10314285,0.35621428,7.57814285,211.68633333,5.82728571,21.70871428,2.20514285,630.67342857,155.52635714
DD17TUR017,160.0,161.0,0.92311111,7.55093674,66.34777777,205.77366666,0.83388888,4.05556487,1.88044444,67.34511111,25.34322222,56.00777777,10.63344444,524.18977777,3.45677777,2.49900000,0.57244444,11.65576630,10.98477777,8.75811111,1.93411111,2.08655555,2.36266666,0.82522222,1.24311111,0.94266281,356.72033333,0.36788888,0.98552314,3.14537643,963.45344444,9.04544444,0.96941773,9.49200000,39.36344444,35.72588888,0.14803353,415.22333333,3.45344444,46.71300000,0.01411111,0.46753552,27.51600000,10.34822222,2.14600000,23.70854723,4.84877777,2.43122222,354.90077777,0.49866666,0.68477777,0.14144444,7.21277777,4238.74105555,1.95533333,0.34255555,8.40711111,163.38483333,3.33666666,21.33233333,2.15500000,1125.95444444,138.23611111
DD17TUR017,161.0,162.0,0.87100000,8.07042300,81.99600000,101.65600000,0.08900000,3.74175620,2.24900000,60.06300000,31.45500000,53.77900000,9.89200000,616.26900000,3.10800000,2.59200000,0.51800000,11.50275000,10.49000000,11.61300000,1.04500000,2.63400000,2.79700000,0.69600000,1.74600000,1.29920580,444.22700000,0.33700000,0.98278190,3.05698650,1009.58700000,10.02200000,0.97495910,9.30100000,39.60500000,37.89200000,0.15479340,513.40500000,3.01700000,37.72400000,0.01400000,0.04408220,28.91500000,10.32800000,1.33100000,25.00918740,7.99200000,3.52200000,513.27200000,0.34900000,0.70100000,0.16100000,7.31300000,4698.08350000,0.30800000,0.33800000,7.28100000,191.68800000,2.55300000,19.77000000,2.12500000,1623.74800000,157.36100000
DD17TUR017,162.0,163.0,0.93412500,7.77677878,66.83925000,345.90000000,0.66212500,3.85442450,4.19300000,65.33187500,31.95875000,50.96685714,11.22062500,783.36112500,3.78262500,2.55037500,0.57050000,10.03754042,11.32837500,6.30562500,1.85600000,2.50837500,1.95400000,0.92612500,0.98312500,1.03091120,286.80450000,0.36825000,0.98889731,2.80238225,739.60750000,10.40925000,1.52048127,10.29725000,40.10050000,39.29125000,0.17071424,223.14500000,3.65500000,68.95912500,0.01275000,0.95089724,34.21162500,14.10128571,2.50762500,23.60873910,5.64987500,3.09350000,347.21675000,0.53475000,0.68987500,0.21637500,7.93437500,4903.12213333,1.21037500,0.37025000,8.66837500,195.35240000,10.53887500,21.45737500,2.10787500,925.73737500,166.81262500
DD17TUR017,163.0,164.0,1.25327272,7.16122326,58.38945454,139.38909090,2.12281818,2.92831754,5.62400000,68.50336363,29.82736363,45.93433333,9.43363636,992.39990909,3.40545454,2.67372727,0.58745454,12.14707514,10.21481818,6.52145454,1.84027272,2.21818181,2.95063636,0.76763636,1.30836363,1.04797310,301.39527272,0.35600000,0.96499140,3.21405428,639.78645454,15.88154545,0.67070734,9.35000000,40.34927272,52.24390909,0.15342190,236.15318181,3.83763636,73.12127272,0.01309090,1.09357174,41.06600000,13.26277777,3.14436363,20.86314132,5.08700000,2.72636363,161.64990909,0.58063636,0.69845454,0.20700000,10.77709090,5401.33945000,0.98400000,0.29472727,9.15336363,191.42860000,7.85363636,16.79109090,2.22172727,840.02490909,136.91500000
DD17TUR017,164.0,165.0,6.87250000,6.94826999,48.47460000,64.63170000,1.74500000,3.01004778,8.77990000,71.99880000,36.85890000,65.56440000,9.03400000,2042.06360000,3.43990000,2.44100000,0.59800000,14.01154134,10.73290000,7.26060000,1.74830000,2.10980000,2.70580000,0.78130000,1.53950000,0.65235028,453.24330000,0.35760000,0.97550905,2.63643907,737.88160000,9.01710000,0.89257315,9.11220000,40.58200000,63.76560000,0.13477237,349.19330000,3.93420000,28.44470000,0.01370000,2.70727090,39.64260000,16.80670000,2.65570000,21.82305539,5.08470000,3.69090000,304.37900000,0.49590000,0.68360000,0.26750000,10.80560000,5950.96005000,0.63660000,0.26830000,8.80740000,209.50750000,9.72940000,17.69630000,2.05370000,363.03590000,147.98010000
DD17TUR017,165.0,166.0,1.05250000,7.32201336,47.27720000,251.19760000,3.23180000,3.58413211,14.30640000,65.73420000,31.79090000,51.86066666,9.74730000,659.73550000,3.49500000,2.62320000,0.60090000,11.03608734,11.33540000,11.16170000,1.78560000,2.51610000,2.51970000,0.91660000,1.26140000,0.88298937,342.37390000,0.36320000,0.97337710,3.15264424,899.06030000,12.12950000,1.03725227,8.73020000,39.31830000,36.84620000,0.12694876,373.10530000,3.01700000,34.27760000,0.01270000,0.47362437,26.17670000,15.41111111,5.27890000,23.85347510,4.85630000,3.18380000,319.44760000,0.50430000,0.71440000,0.19180000,7.91720000,5467.64721052,0.90740000,0.33130000,6.94380000,204.62915789,10.21210000,21.51990000,2.13280000,919.26940000,127.46270000
DD17TUR017,166.0,167.0,0.97680000,7.55283980,66.11060000,117.31840000,2.04520000,3.62675840,1.66500000,65.32000000,33.52420000,58.38500000,10.07620000,595.54380000,3.02940000,2.50580000,0.54460000,12.07572600,12.70400000,7.89520000,1.92420000,2.21920000,2.50300000,0.88400000,1.26040000,0.96358322,424.73420000,0.36960000,0.98694494,3.55619500,1029.89140000,7.92140000,0.79763912,9.83940000,40.89280000,47.26720000,0.16944260,228.14100000,3.01700000,33.93220000,0.01400000,0.37781304,28.85360000,13.88860000,2.32380000,24.42455038,4.84540000,3.65940000,326.28780000,0.60940000,0.69640000,0.16060000,7.65240000,5460.95720000,1.06720000,0.26540000,9.54220000,201.67380000,3.59140000,24.93860000,2.12680000,671.79640000,144.27360000
DD17TUR017,167.0,168.0,0.99516666,7.48588054,61.81741666,160.16516666,2.45758333,3.68292982,1.10250000,65.71000000,29.79016666,51.56200000,10.59483333,770.54358333,3.78083333,2.54891666,0.61058333,10.89100139,11.52616666,7.14341666,1.88375000,2.16158333,2.06308333,0.76600000,1.32916666,0.98775980,338.69400000,0.36616666,0.98357393,3.19019751,873.79925000,8.53225000,1.12070866,9.02358333,40.27541666,30.75716666,0.12801047,194.41208333,3.07833333,55.10266666,0.01316666,0.53872846,29.52183333,14.37763636,3.78891666,24.36582789,4.95741666,2.43433333,246.27950000,0.49425000,0.68191666,0.19166666,5.48683333,4842.53191304,0.96175000,0.36708333,7.59958333,185.99308695,4.53725000,22.09658333,2.16783333,748.24425000,141.47408333
DD17TUR017,168.0,169.0,1.16800000,7.74864337,68.06533333,263.64358333,1.21308333,3.87628785,1.79833333,65.63041666,28.14691666,71.08991666,10.54150000,334.60391666,3.60183333,2.57016666,0.57516666,11.88460833,12.23608333,9.28825000,2.02333333,2.46691666,2.05558333,0.77225000,1.39475000,0.88308530,390.57175000,0.36066666,0.98271716,3.06246957,971.42316666,11.30466666,1.04320730,8.94200000,39.51625000,37.36950000,0.14340617,393.90916666,3.01700000,30.24850000,0.01200000,0.30331795,28.90441666,12.07816666,2.98191666,23.43835881,4.94150000,2.60600000,226.41033333,0.50941666,0.68383333,0.18775000,6.26000000,5433.64754166,0.57708333,0.35541666,6.72150000,200.38654166,4.77366666,23.40958333,2.18750000,1156.75683333,157.10758333
DD17TUR017,169.0,170.0,2.69960000,7.38552764,43.46440000,267.00600000,1.39260000,3.88739162,6.50230000,72.13880000,29.10350000,91.22844444,10.37170000,573.81000000,3.82680000,2.42830000,0.61730000,11.51721832,12.28450000,8.35950000,2.24650000,2.54630000,1.89080000,0.80810000,1.07640000,1.20447578,326.15740000,0.34070000,0.98501191,2.42593377,830.26800000,8.88730000,1.34507044,10.11470000,39.57890000,27.95180000,0.12802504,225.38130000,3.46510000,63.77890000,0.01290000,1.70412153,30.73830000,10.74711111,1.45190000,23.79598710,5.51880000,3.01040000,212.42440000,0.60510000,0.73260000,0.17590000,11.54390000,4421.21247368,1.30800000,0.34420000,10.19920000,161.90026315,4.75320000,20.86520000,2.12140000,582.53350000,136.82030000
DD17TUR017,170.0,171.0,0.87788888,8.05847526,59.81544444,608.74644444,1.09700000,1.18216510,0.46211111,64.06022222,12.04477777,141.53112500,11.20744444,471.95355555,3.96666666,2.76800000,0.72544444,6.02069147,12.87022222,4.62277777,2.47977777,2.78577777,1.07722222,0.71377777,0.40244444,3.01568000,35.03266666,0.35955555,0.97072803,1.23406932,177.11088888,45.76466666,2.37653118,11.72200000,39.77222222,27.99777777,0.07287485,257.87344444,3.19966666,149.01355555,0.01755555,0.47469593,13.65588888,14.22487500,4.08444444,29.76128607,5.28688888,2.43677777,263.90077777,0.60388888,0.82744444,0.22900000,9.14655555,1979.49352941,1.27555555,0.28444444,17.16677777,150.03305882,10.11488888,23.74866666,2.20866666,560.58811111,126.11455555
DD17TUR017,171.0,172.0,1.02160000,7.36117900,55.66180000,163.89860000,3.29260000,0.82823852,0.38520000,69.83080000,29.48540000,69.99125000,10.86640000,1967.21300000,3.57320000,2.53060000,0.57460000,8.90931666,7.93080000,4.56800000,1.26140000,2.16420000,2.02060000,0.78920000,0.97240000,2.26603860,44.28440000,0.35940000,0.98138044,1.76796320,249.82480000,55.54760000,0.80231732,9.12140000,40.67880000,47.61520000,0.04986992,226.64800000,5.28200000,83.62200000,0.01960000,1.44712087,20.84200000,8.74750000,1.80900000,25.23036815,5.30000000,3.58540000,65.28440000,0.40800000,0.66760000,0.22320000,11.12060000,1506.86100000,1.42220000,0.33440000,10.54520000,125.31488888,4.21300000,15.78360000,2.16080000,775.43960000,105.59540000
DD17TUR017,172.0,173.0,0.97400000,7.28322341,68.48025000,332.57787500,2.78337500,3.31145171,0.89850000,61.79787500,25.18037500,310.66700000,10.92825000,1878.09675000,4.30025000,2.60500000,0.57075000,9.23577832,9.80037500,6.92000000,2.73250000,2.16700000,1.09912500,0.77062500,0.94237500,1.35477207,100.47687500,0.36550000,0.97861453,4.59955455,471.41150000,17.98200000,0.97016660,8.47162500,39.98150000,32.49275000,0.07044642,359.24512500,3.46850000,118.60362500,0.01337500,0.88451010,41.50275000,12.15485714,2.80962500,23.76034398,4.45387500,2.53550000,114.86737500,0.43962500,0.68587500,0.22550000,3.82750000,3309.42893333,1.79850000,0.37900000,10.53850000,145.05986666,2.94225000,23.98912500,2.22425000,1038.33675000,113.08162500
DD17TUR017,173.0,174.0,0.90044444,7.67705880,40.97633333,516.31788888,4.23666666,3.29908447,0.61577777,65.58733333,24.68944444,297.06285714,10.93333333,521.58800000,4.33988888,2.52544444,0.71877777,7.69372111,11.44255555,5.99377777,2.05311111,2.62500000,1.42422222,0.72900000,0.59722222,2.22343087,106.16577777,0.35655555,0.97985403,5.64992784,543.41211111,10.79088888,1.48893785,8.74355555,38.79855555,18.64022222,0.07074192,216.31933333,3.43888888,158.26922222,0.01477777,0.81247527,25.78566666,14.73000000,3.60655555,23.76057192,5.42711111,2.54855555,128.14300000,0.59166666,0.64411111,0.24233333,4.22333333,3554.65818750,1.55644444,0.38200000,9.75011111,174.38075000,6.13111111,23.33877777,2.18211111,382.93400000,111.21411111
DD17TUR017,174.0,175.0,0.95311111,6.22416352,51.39611111,329.39355555,3.30500000,2.68756945,0.90288888,65.34188888,30.35077777,315.44700000,9.99844444,627.16555555,3.46777777,2.46366666,0.64344444,10.78406555,10.87966666,9.24577777,2.15566666,2.35400000,2.84422222,0.87622222,0.39655555,2.74570096,160.01388888,0.35977777,0.98188764,7.19865496,847.98533333,6.58500000,0.34662457,7.38911111,40.09877777,37.58266666,0.05130250,83.92177777,3.45244444,190.94433333,0.01277777,1.16719160,22.51255555,15.72400000,2.81333333,21.01625122,4.95688888,1.98222222,47.91033333,0.49844444,0.67744444,0.22711111,7.61533333,3359.14058823,0.85366666,0.31055555,11.64533333,151.76123529,11.07455555,22.00400000,2.11100000,382.53522222,82.72188888
